cardId,ImageURL
281,https://vertical.pstatic.net/vertical-cardad/creatives/IB/10265/IB_10265_20230619-150641_hor.png
282,https://vertical.pstatic.net/vertical-cardad/creatives/SS/10427/SS_10427_20241107-171246_ver.png
283,https://vertical.pstatic.net/vertical-cardad/creatives/HD/10248/HD_10248_20230411-002536_ver.png
284,https://vertical.pstatic.net/vertical-cardad/creatives/IB/1889/IB_1889_hor.png
285,https://vertical.pstatic.net/vertical-cardad/creatives/KB/10059/KB_10059_20230308-152907_hor.png
286,https://vertical.pstatic.net/vertical-cardad/creatives/SH/10289/SH_10289_20240813-094210_ver.png
287,https://vertical.pstatic.net/vertical-cardad/creatives/HD/10254/HD_10254_20240726-100525_ver.png
288,https://vertical.pstatic.net/vertical-cardad/creatives/NH/3777/NH_3777_20231110-153503_hor.png
289,https://vertical.pstatic.net/vertical-cardad/creatives/KB/10058/KB_10058_20210817-151322_ver.png
290,https://vertical.pstatic.net/vertical-cardad/creatives/SS/1597/SS_1597_20230103-174800_hor.png
291,https://vertical.pstatic.net/vertical-cardad/creatives/NH/10287/NH_10287_20230811-154924_ver.png
292,https://vertical.pstatic.net/vertical-cardad/creatives/HD/10392/HD_10392_20240704-174807_ver.png
293,https://vertical.pstatic.net/vertical-cardad/creatives/LO/10277/LO_10277_20230717-164350_hor.png
294,https://vertical.pstatic.net/vertical-cardad/creatives/NH/10211/NH_10211_20221221-101322_hor.png
295,https://vertical.pstatic.net/vertical-cardad/creatives/HC/10098/HC_10098_20211014-112717_hor.png
296,https://vertical.pstatic.net/vertical-cardad/creatives/SH/3636/SH_3636_hor.png
297,https://vertical.pstatic.net/vertical-cardad/creatives/IB/10283/IB_10283_20230719-173205_hor.png
298,https://vertical.pstatic.net/vertical-cardad/creatives/SS/10118/SS_10118_20230103-181130_ver.png
299,https://vertical.pstatic.net/vertical-cardad/creatives/HD/10393/HD_10393_20240704-174740_ver.png
300,https://vertical.pstatic.net/vertical-cardad/creatives/SH/3816/SH_3816_ver.png
301,https://vertical.pstatic.net/vertical-cardad/creatives/SH/10057/SH_10057_20210528-113059_hor.png
302,https://vertical.pstatic.net/vertical-cardad/creatives/IB/1573/IB_1573_hor.png
303,https://vertical.pstatic.net/vertical-cardad/creatives/SS/205/SS_205_20230103-175618_hor.png
304,https://vertical.pstatic.net/vertical-cardad/creatives/KB/10419/KB_10419_20241028-085134_ver.png
305,https://vertical.pstatic.net/vertical-cardad/creatives/LO/10227/LO_10227_20230131-123810_ver.png
306,https://vertical.pstatic.net/vertical-cardad/creatives/SH/10201/SH_10201_20240415-144041_ver.png
307,https://vertical.pstatic.net/vertical-cardad/creatives/SS/10049/SS_10049_20230103-180448_hor.png
308,https://vertical.pstatic.net/vertical-cardad/creatives/NH/2414/NH_2414_hor.png
309,https://vertical.pstatic.net/vertical-cardad/creatives/SS/4048/SS_4048_20230103-175600_hor.png
310,https://vertical.pstatic.net/vertical-cardad/creatives/HC/1157/HC_1157_20210527-135918_hor.png
311,https://vertical.pstatic.net/vertical-cardad/creatives/LO/3977/LO_3977_hor.png
312,https://vertical.pstatic.net/vertical-cardad/creatives/IB/10299/IB_10299_20231031-163546_hor.png
313,https://vertical.pstatic.net/vertical-cardad/creatives/HC/1158/HC_1158_20210122-150040_hor.png
